id,platform,media_type,date,title,lead,context
150,РБК Стиль,Деловые медиа,2022-08-05,Карьера без паузы: женщины развивают компании и команды,"Публикация показывает, как профессионализм, амбиции, работа с командой и управленческие навыки становятся основой женского успеха. Акцент сделан на бизнесе, лидерстве, карьерном росте и профессиональных результатах.","Публикация показывает, как профессионализм, амбиции, работа с командой и управленческие навыки становятся основой женского успеха. Акцент сделан на бизнесе, лидерстве, карьерном росте и профессиональных результатах."
151,Wonderzine,Лайфстайл-медиа,2020-08-01,"Дети, партнерство и профессия: сценарии женской успешности","Материал рассматривает баланс семьи и работы, материнство, партнерство, воспитание детей и распределение бытовой нагрузки. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Материал рассматривает баланс семьи и работы, материнство, партнерство, воспитание детей и распределение бытовой нагрузки. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
152,Wonderzine,Лайфстайл-медиа,2020-10-08,"Рейтинг успешных женщин: публичность, признание и профессиональный статус","Текст связывает успех с публичностью, признанием, рейтингами, репутацией, статусом и заметностью героинь в медиа. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Текст связывает успех с публичностью, признанием, рейтингами, репутацией, статусом и заметностью героинь в медиа. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
153,Wonderzine,Лайфстайл-медиа,2022-10-09,Самореализация вместо сценариев: новые модели женского успеха,"Материал описывает успех через самореализацию, личный выбор, свободу, поиск себя и возможность менять жизненную траекторию. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Материал описывает успех через самореализацию, личный выбор, свободу, поиск себя и возможность менять жизненную траекторию. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
154,Wonderzine,Лайфстайл-медиа,2021-09-16,"Материнство, работа и личная жизнь: баланс современной женщины","Материал рассматривает баланс семьи и работы, материнство, партнерство, воспитание детей и распределение бытовой нагрузки. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Материал рассматривает баланс семьи и работы, материнство, партнерство, воспитание детей и распределение бытовой нагрузки. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
155,Wonderzine,Лайфстайл-медиа,2025-04-23,Что мешает женщинам строить карьеру и занимать руководящие должности,"Публикация показывает, что женский успех часто описывается через преодоление ограничений, тревоги, недоверия и социальных ожиданий. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Публикация показывает, что женский успех часто описывается через преодоление ограничений, тревоги, недоверия и социальных ожиданий. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
156,Wonderzine,Лайфстайл-медиа,2022-06-11,Как женщины сохраняют себя и меняют профессиональную жизнь,"Публикация показывает, что успешность может быть связана не только с карьерой, но и с внутренней свободой, развитием и любимым делом. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Публикация показывает, что успешность может быть связана не только с карьерой, но и с внутренней свободой, развитием и любимым делом. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
157,Wonderzine,Лайфстайл-медиа,2022-11-15,Личный выбор и свобода меняют представление об успешной женщине,"Материал описывает успех через самореализацию, личный выбор, свободу, поиск себя и возможность менять жизненную траекторию. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Материал описывает успех через самореализацию, личный выбор, свободу, поиск себя и возможность менять жизненную траекторию. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
158,Wonderzine,Лайфстайл-медиа,2021-04-14,Стеклянный потолок и стереотипы: барьеры в профессии,"Героини материала говорят о стеклянном потолке, предвзятости, двойной нагрузке и необходимости постоянно доказывать свою экспертность. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Героини материала говорят о стеклянном потолке, предвзятости, двойной нагрузке и необходимости постоянно доказывать свою экспертность. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
159,Wonderzine,Лайфстайл-медиа,2021-03-18,"Пауза, перемены и поиск себя: истории женской самореализации","Материал описывает успех через самореализацию, личный выбор, свободу, поиск себя и возможность менять жизненную траекторию. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Материал описывает успех через самореализацию, личный выбор, свободу, поиск себя и возможность менять жизненную траекторию. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
160,Wonderzine,Лайфстайл-медиа,2023-07-01,Двойная нагрузка и предвзятость: скрытые барьеры женской карьеры,"Публикация показывает, что женский успех часто описывается через преодоление ограничений, тревоги, недоверия и социальных ожиданий. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Публикация показывает, что женский успех часто описывается через преодоление ограничений, тревоги, недоверия и социальных ожиданий. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
161,Wonderzine,Лайфстайл-медиа,2024-03-17,Карьера без паузы: женщины развивают компании и команды,"Публикация показывает, как профессионализм, амбиции, работа с командой и управленческие навыки становятся основой женского успеха. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Публикация показывает, как профессионализм, амбиции, работа с командой и управленческие навыки становятся основой женского успеха. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
162,Wonderzine,Лайфстайл-медиа,2022-03-23,Быть кем захочешь: женщины выбирают собственную траекторию,"Публикация показывает, что успешность может быть связана не только с карьерой, но и с внутренней свободой, развитием и любимым делом. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Публикация показывает, что успешность может быть связана не только с карьерой, но и с внутренней свободой, развитием и любимым делом. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
163,Wonderzine,Лайфстайл-медиа,2022-09-21,Быть кем захочешь: женщины выбирают собственную траекторию,"Публикация показывает, что успешность может быть связана не только с карьерой, но и с внутренней свободой, развитием и любимым делом. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Публикация показывает, что успешность может быть связана не только с карьерой, но и с внутренней свободой, развитием и любимым делом. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
164,Wonderzine,Лайфстайл-медиа,2023-05-20,"Пауза, перемены и поиск себя: истории женской самореализации","Материал описывает успех через самореализацию, личный выбор, свободу, поиск себя и возможность менять жизненную траекторию. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Материал описывает успех через самореализацию, личный выбор, свободу, поиск себя и возможность менять жизненную траекторию. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
165,Wonderzine,Лайфстайл-медиа,2020-06-17,Личный выбор и свобода меняют представление об успешной женщине,"Публикация показывает, что успешность может быть связана не только с карьерой, но и с внутренней свободой, развитием и любимым делом. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Публикация показывает, что успешность может быть связана не только с карьерой, но и с внутренней свободой, развитием и любимым делом. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
166,Wonderzine,Лайфстайл-медиа,2024-10-20,От эксперта к лидеру: женщины меняют профессиональные траектории,"В центре текста — руководительница, ее карьерная траектория, предпринимательский опыт и решения, которые помогли развивать проект. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","В центре текста — руководительница, ее карьерная траектория, предпринимательский опыт и решения, которые помогли развивать проект. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
167,Wonderzine,Лайфстайл-медиа,2020-10-09,"Пауза, перемены и поиск себя: истории женской самореализации","Публикация показывает, что успешность может быть связана не только с карьерой, но и с внутренней свободой, развитием и любимым делом. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Публикация показывает, что успешность может быть связана не только с карьерой, но и с внутренней свободой, развитием и любимым делом. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
168,Wonderzine,Лайфстайл-медиа,2023-10-29,Что мешает женщинам строить карьеру и занимать руководящие должности,"Героини материала говорят о стеклянном потолке, предвзятости, двойной нагрузке и необходимости постоянно доказывать свою экспертность. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Героини материала говорят о стеклянном потолке, предвзятости, двойной нагрузке и необходимости постоянно доказывать свою экспертность. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
169,Wonderzine,Лайфстайл-медиа,2025-06-30,"Рейтинг успешных женщин: публичность, признание и профессиональный статус","Публикация показывает, как списки, премии, медийность и популярность делают женские достижения видимыми для аудитории. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Публикация показывает, как списки, премии, медийность и популярность делают женские достижения видимыми для аудитории. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
170,Wonderzine,Лайфстайл-медиа,2024-01-23,Как женщины сохраняют себя и меняют профессиональную жизнь,"Публикация показывает, что успешность может быть связана не только с карьерой, но и с внутренней свободой, развитием и любимым делом. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Публикация показывает, что успешность может быть связана не только с карьерой, но и с внутренней свободой, развитием и любимым делом. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
171,Wonderzine,Лайфстайл-медиа,2021-09-18,Как женщины сохраняют себя и меняют профессиональную жизнь,"Материал описывает успех через самореализацию, личный выбор, свободу, поиск себя и возможность менять жизненную траекторию. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Материал описывает успех через самореализацию, личный выбор, свободу, поиск себя и возможность менять жизненную траекторию. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
172,Wonderzine,Лайфстайл-медиа,2025-11-07,"Дети, партнерство и профессия: сценарии женской успешности","Публикация показывает успешную женщину через семейные роли, поддержку партнера, материнство и поиск устойчивого жизненного ритма. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Публикация показывает успешную женщину через семейные роли, поддержку партнера, материнство и поиск устойчивого жизненного ритма. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
173,Wonderzine,Лайфстайл-медиа,2025-06-03,Известность и статус: медиа создают символы успеха,"Публикация показывает, как списки, премии, медийность и популярность делают женские достижения видимыми для аудитории. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Публикация показывает, как списки, премии, медийность и популярность делают женские достижения видимыми для аудитории. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
174,Wonderzine,Лайфстайл-медиа,2023-01-04,Женщины в бизнесе преодолевают недоверие и профессиональные трудности,"Текст анализирует барьеры, неравенство, стереотипы и профессиональные трудности, с которыми женщины сталкиваются на пути к успеху. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Текст анализирует барьеры, неравенство, стереотипы и профессиональные трудности, с которыми женщины сталкиваются на пути к успеху. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
175,Wonderzine,Лайфстайл-медиа,2020-12-20,Личный выбор и свобода меняют представление об успешной женщине,"В центре текста — индивидуальный опыт, перемены, право на паузу и отказ от единственного нормативного сценария успеха. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","В центре текста — индивидуальный опыт, перемены, право на паузу и отказ от единственного нормативного сценария успеха. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
176,Wonderzine,Лайфстайл-медиа,2022-09-25,Как женщины сохраняют себя и меняют профессиональную жизнь,"Публикация показывает, что успешность может быть связана не только с карьерой, но и с внутренней свободой, развитием и любимым делом. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Публикация показывает, что успешность может быть связана не только с карьерой, но и с внутренней свободой, развитием и любимым делом. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
177,Wonderzine,Лайфстайл-медиа,2024-04-01,"Дети, партнерство и профессия: сценарии женской успешности","Материал рассматривает баланс семьи и работы, материнство, партнерство, воспитание детей и распределение бытовой нагрузки. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Материал рассматривает баланс семьи и работы, материнство, партнерство, воспитание детей и распределение бытовой нагрузки. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
178,Wonderzine,Лайфстайл-медиа,2025-07-17,Женщины в бизнесе преодолевают недоверие и профессиональные трудности,"Текст анализирует барьеры, неравенство, стереотипы и профессиональные трудности, с которыми женщины сталкиваются на пути к успеху. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Текст анализирует барьеры, неравенство, стереотипы и профессиональные трудности, с которыми женщины сталкиваются на пути к успеху. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
179,Wonderzine,Лайфстайл-медиа,2025-06-20,Женщина-лидер: путь от профессионального роста к управлению командой,"В центре текста — руководительница, ее карьерная траектория, предпринимательский опыт и решения, которые помогли развивать проект. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","В центре текста — руководительница, ее карьерная траектория, предпринимательский опыт и решения, которые помогли развивать проект. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
180,Wonderzine,Лайфстайл-медиа,2022-11-24,Личный выбор и свобода меняют представление об успешной женщине,"В центре текста — индивидуальный опыт, перемены, право на паузу и отказ от единственного нормативного сценария успеха. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","В центре текста — индивидуальный опыт, перемены, право на паузу и отказ от единственного нормативного сценария успеха. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
181,Wonderzine,Лайфстайл-медиа,2023-02-05,"Руководительницы нового поколения: лидерство, бизнес и стратегия","Материал рассказывает о карьерном росте, лидерстве, управлении командой и профессиональных достижениях женщин в бизнесе. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Материал рассказывает о карьерном росте, лидерстве, управлении командой и профессиональных достижениях женщин в бизнесе. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
182,Wonderzine,Лайфстайл-медиа,2025-10-17,Стеклянный потолок и стереотипы: барьеры в профессии,"Текст анализирует барьеры, неравенство, стереотипы и профессиональные трудности, с которыми женщины сталкиваются на пути к успеху. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Текст анализирует барьеры, неравенство, стереотипы и профессиональные трудности, с которыми женщины сталкиваются на пути к успеху. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
183,Wonderzine,Лайфстайл-медиа,2022-09-15,Как женщины сохраняют себя и меняют профессиональную жизнь,"В центре текста — индивидуальный опыт, перемены, право на паузу и отказ от единственного нормативного сценария успеха. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","В центре текста — индивидуальный опыт, перемены, право на паузу и отказ от единственного нормативного сценария успеха. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
184,Wonderzine,Лайфстайл-медиа,2022-09-11,Почему женщинам приходится доказывать компетентность чаще мужчин,"Публикация показывает, что женский успех часто описывается через преодоление ограничений, тревоги, недоверия и социальных ожиданий. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Публикация показывает, что женский успех часто описывается через преодоление ограничений, тревоги, недоверия и социальных ожиданий. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
185,Wonderzine,Лайфстайл-медиа,2025-07-03,Как женщины сохраняют себя и меняют профессиональную жизнь,"Материал описывает успех через самореализацию, личный выбор, свободу, поиск себя и возможность менять жизненную траекторию. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Материал описывает успех через самореализацию, личный выбор, свободу, поиск себя и возможность менять жизненную траекторию. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
186,Wonderzine,Лайфстайл-медиа,2021-01-16,"Дети, партнерство и профессия: сценарии женской успешности","Материал рассматривает баланс семьи и работы, материнство, партнерство, воспитание детей и распределение бытовой нагрузки. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Материал рассматривает баланс семьи и работы, материнство, партнерство, воспитание детей и распределение бытовой нагрузки. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
187,Wonderzine,Лайфстайл-медиа,2024-07-14,От эксперта к лидеру: женщины меняют профессиональные траектории,"Материал рассказывает о карьерном росте, лидерстве, управлении командой и профессиональных достижениях женщин в бизнесе. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Материал рассказывает о карьерном росте, лидерстве, управлении командой и профессиональных достижениях женщин в бизнесе. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
188,Wonderzine,Лайфстайл-медиа,2023-06-08,Двойная нагрузка и предвзятость: скрытые барьеры женской карьеры,"Героини материала говорят о стеклянном потолке, предвзятости, двойной нагрузке и необходимости постоянно доказывать свою экспертность. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Героини материала говорят о стеклянном потолке, предвзятости, двойной нагрузке и необходимости постоянно доказывать свою экспертность. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
189,Wonderzine,Лайфстайл-медиа,2025-04-22,Forbes-список и репутация: как измеряется женская успешность,"В центре материала — известность, профессиональная репутация, публичный образ и символический капитал успешной женщины. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","В центре материала — известность, профессиональная репутация, публичный образ и символический капитал успешной женщины. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
190,Wonderzine,Лайфстайл-медиа,2023-11-09,Как женщины сохраняют себя и меняют профессиональную жизнь,"Публикация показывает, что успешность может быть связана не только с карьерой, но и с внутренней свободой, развитием и любимым делом. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Публикация показывает, что успешность может быть связана не только с карьерой, но и с внутренней свободой, развитием и любимым делом. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
191,Wonderzine,Лайфстайл-медиа,2023-09-16,Список лидеров года: публичное признание формирует образ успеха,"В центре материала — известность, профессиональная репутация, публичный образ и символический капитал успешной женщины. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","В центре материала — известность, профессиональная репутация, публичный образ и символический капитал успешной женщины. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
192,Wonderzine,Лайфстайл-медиа,2025-02-01,Женщины в бизнесе преодолевают недоверие и профессиональные трудности,"Героини материала говорят о стеклянном потолке, предвзятости, двойной нагрузке и необходимости постоянно доказывать свою экспертность. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Героини материала говорят о стеклянном потолке, предвзятости, двойной нагрузке и необходимости постоянно доказывать свою экспертность. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
193,Wonderzine,Лайфстайл-медиа,2022-10-26,Самореализация вместо сценариев: новые модели женского успеха,"Материал описывает успех через самореализацию, личный выбор, свободу, поиск себя и возможность менять жизненную траекторию. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Материал описывает успех через самореализацию, личный выбор, свободу, поиск себя и возможность менять жизненную траекторию. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
194,Wonderzine,Лайфстайл-медиа,2022-02-27,Женщины в бизнесе преодолевают недоверие и профессиональные трудности,"Текст анализирует барьеры, неравенство, стереотипы и профессиональные трудности, с которыми женщины сталкиваются на пути к успеху. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Текст анализирует барьеры, неравенство, стереотипы и профессиональные трудности, с которыми женщины сталкиваются на пути к успеху. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
195,Wonderzine,Лайфстайл-медиа,2022-01-28,"Материнство, работа и личная жизнь: баланс современной женщины","Материал рассматривает баланс семьи и работы, материнство, партнерство, воспитание детей и распределение бытовой нагрузки. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Материал рассматривает баланс семьи и работы, материнство, партнерство, воспитание детей и распределение бытовой нагрузки. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
196,Wonderzine,Лайфстайл-медиа,2025-06-06,Женщины в бизнесе преодолевают недоверие и профессиональные трудности,"Публикация показывает, что женский успех часто описывается через преодоление ограничений, тревоги, недоверия и социальных ожиданий. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","Публикация показывает, что женский успех часто описывается через преодоление ограничений, тревоги, недоверия и социальных ожиданий. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
197,Wonderzine,Лайфстайл-медиа,2025-11-18,"Руководительницы нового поколения: лидерство, бизнес и стратегия","В центре текста — руководительница, ее карьерная траектория, предпринимательский опыт и решения, которые помогли развивать проект. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","В центре текста — руководительница, ее карьерная траектория, предпринимательский опыт и решения, которые помогли развивать проект. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
198,Wonderzine,Лайфстайл-медиа,2021-02-15,Женщина-лидер: путь от профессионального роста к управлению командой,"В центре текста — руководительница, ее карьерная траектория, предпринимательский опыт и решения, которые помогли развивать проект. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории.","В центре текста — руководительница, ее карьерная траектория, предпринимательский опыт и решения, которые помогли развивать проект. Акцент сделан на самореализации, выборе, балансе жизни и личной траектории."
